CollectionIndex,CollectionNamePTBR,Slot,ItemGroup,RequiredQuantity,RequiredEnchantLevel,AcceptedItemIndex,AcceptedItemNamePTBR,AcceptedItemGrade,AcceptedItemTier
1017,Colecionáveis da Floresta de Lowed 3,2,154002,1,0,154502,Antiguidade da Terra - Cálice,4,0
1021,Itens da Era Pioneira de Bellato 1,1,151003,1,0,151003,Fragmento Diário de Novus,1,0
1021,Itens da Era Pioneira de Bellato 1,1,151003,1,0,151503,Fragmento Diário de Novus,1,0
1021,Itens da Era Pioneira de Bellato 1,2,152003,2,0,152003,Dispositivo de Delírio,2,0
1021,Itens da Era Pioneira de Bellato 1,2,152003,2,0,152503,Dispositivo de Delírio,2,0
1022,Itens da Era Pioneira de Bellato 2,1,152003,1,0,152003,Dispositivo de Delírio,2,0
1022,Itens da Era Pioneira de Bellato 2,1,152003,1,0,152503,Dispositivo de Delírio,2,0
1022,Itens da Era Pioneira de Bellato 2,2,153003,1,0,153003,Dispositivo Antigravidade de Drone,3,0
1022,Itens da Era Pioneira de Bellato 2,2,153003,1,0,153503,Dispositivo Antigravidade de Drone,3,0
1023,Itens da Era Pioneira de Bellato 3,1,153003,1,0,153003,Dispositivo Antigravidade de Drone,3,0
1023,Itens da Era Pioneira de Bellato 3,1,153003,1,0,153503,Dispositivo Antigravidade de Drone,3,0
1023,Itens da Era Pioneira de Bellato 3,2,154003,1,0,154003,Celular X28,4,0
1023,Itens da Era Pioneira de Bellato 3,2,154003,1,0,154503,Celular X28,4,0
1025,Colecionáveis do Local de Perfuração 1,1,151004,1,0,151004,Chave da Sala de Segurança,1,0
1025,Colecionáveis do Local de Perfuração 1,1,151004,1,0,151504,Chave da Sala de Segurança,1,0
1025,Colecionáveis do Local de Perfuração 1,2,152004,2,0,152004,Óculos Infravermelhos,2,0
1025,Colecionáveis do Local de Perfuração 1,2,152004,2,0,152504,Óculos Infravermelhos,2,0
1028,Colecionáveis do Local de Perfuração 2,1,152004,1,0,152004,Óculos Infravermelhos,2,0
1028,Colecionáveis do Local de Perfuração 2,1,152004,1,0,152504,Óculos Infravermelhos,2,0
1028,Colecionáveis do Local de Perfuração 2,2,153004,2,0,153004,Jazz Pop Stick,3,0
1028,Colecionáveis do Local de Perfuração 2,2,153004,2,0,153504,Jazz Pop Stick,3,0
1029,Colecionáveis do Local de Perfuração 3,1,153004,1,0,153004,Jazz Pop Stick,3,0
1029,Colecionáveis do Local de Perfuração 3,1,153004,1,0,153504,Jazz Pop Stick,3,0
1029,Colecionáveis do Local de Perfuração 3,2,154004,1,0,154004,Cápsula de Modificação Genética,4,0
1029,Colecionáveis do Local de Perfuração 3,2,154004,1,0,154504,Cápsula de Modificação Genética,4,0
1031,Pertences do Prospector de Novus 1,1,151005,1,0,151005,Análise de DNA,1,0
1031,Pertences do Prospector de Novus 1,1,151005,1,0,151505,Análise de DNA,1,0
1031,Pertences do Prospector de Novus 1,2,152005,2,0,152005,Chapéu de Batedor,2,0
1031,Pertences do Prospector de Novus 1,2,152005,2,0,152505,Chapéu de Batedor,2,0
1034,Pertences do Prospector de Novus 2,1,152005,1,0,152005,Chapéu de Batedor,2,0
1034,Pertences do Prospector de Novus 2,1,152005,1,0,152505,Chapéu de Batedor,2,0
1034,Pertences do Prospector de Novus 2,2,153005,2,0,153005,Presa Mecânica,3,0
1034,Pertences do Prospector de Novus 2,2,153005,2,0,153505,Presa Mecânica,3,0
1035,Pertences do Prospector de Novus 3,1,153005,1,0,153005,Presa Mecânica,3,0
1035,Pertences do Prospector de Novus 3,1,153005,1,0,153505,Presa Mecânica,3,0
1035,Pertences do Prospector de Novus 3,2,154005,1,0,154005,Osso de Forma de Vida Antiga,4,0
1035,Pertences do Prospector de Novus 3,2,154005,1,0,154505,Osso de Forma de Vida Antiga,4,0
1038,Remanescentes da Era Primal 1,1,151006,1,0,151006,Talismã Primitivo de Crawler,1,0
1038,Remanescentes da Era Primal 1,1,151006,1,0,151506,Talismã Primitivo de Crawler,1,0
1038,Remanescentes da Era Primal 1,2,152006,2,0,152006,Estandarte de Guerra Crawler,2,0
1038,Remanescentes da Era Primal 1,2,152006,2,0,152506,Estandarte de Guerra Crawler,2,0
1040,Remanescentes da Era Primal 2,1,152006,1,0,152006,Estandarte de Guerra Crawler,2,0
1040,Remanescentes da Era Primal 2,1,152006,1,0,152506,Estandarte de Guerra Crawler,2,0
1040,Remanescentes da Era Primal 2,2,153006,2,0,153006,Projétil Cruzado,3,0
1040,Remanescentes da Era Primal 2,2,153006,2,0,153506,Projétil Cruzado,3,0
1041,Remanescentes da Era Primal 3,1,153006,1,0,153006,Projétil Cruzado,3,0
1041,Remanescentes da Era Primal 3,1,153006,1,0,153506,Projétil Cruzado,3,0
1041,Remanescentes da Era Primal 3,2,154006,2,0,154006,Ombreira do Chefe,4,0
1041,Remanescentes da Era Primal 3,2,154006,2,0,154506,Ombreira do Chefe,4,0
1045,Colecionáveis das Planícies da Turbulência 1,1,151007,1,0,151007,Panfleto Sujo,1,0
1045,Colecionáveis das Planícies da Turbulência 1,1,151007,1,0,151507,Panfleto Sujo,1,0
1045,Colecionáveis das Planícies da Turbulência 1,2,152007,2,0,152007,Teclado Portátil,2,0
1045,Colecionáveis das Planícies da Turbulência 1,2,152007,2,0,152507,Teclado Portátil,2,0
1046,Colecionáveis das Planícies da Turbulência 2,1,152007,1,0,152007,Teclado Portátil,2,0
1046,Colecionáveis das Planícies da Turbulência 2,1,152007,1,0,152507,Teclado Portátil,2,0
1046,Colecionáveis das Planícies da Turbulência 2,2,153007,2,0,153007,Medalha de Ouro,3,0
1046,Colecionáveis das Planícies da Turbulência 2,2,153007,2,0,153507,Medalha de Ouro,3,0
1047,Colecionáveis das Planícies da Turbulência 3,1,153007,1,0,153007,Medalha de Ouro,3,0
1047,Colecionáveis das Planícies da Turbulência 3,1,153007,1,0,153507,Medalha de Ouro,3,0
1047,Colecionáveis das Planícies da Turbulência 3,2,154007,2,0,154007,Crânio de Criatura Gigante,4,0
1047,Colecionáveis das Planícies da Turbulência 3,2,154007,2,0,154507,Crânio de Criatura Gigante,4,0
1048,Colecionáveis do Ermo 1,1,151008,3,0,151008,Comida para Vring de Estimação,1,0
1048,Colecionáveis do Ermo 1,1,151008,3,0,151508,Comida para Vring de Estimação,1,0
1048,Colecionáveis do Ermo 1,2,152008,3,0,152008,Moeda de Prata,2,0
1048,Colecionáveis do Ermo 1,2,152008,3,0,152508,Moeda de Prata,2,0
1049,Colecionáveis do Ermo 2,1,153008,1,0,153008,Disco de Dados,3,0
1049,Colecionáveis do Ermo 2,1,153008,1,0,153508,Disco de Dados,3,0
1049,Colecionáveis do Ermo 2,2,154008,1,0,154008,Dog Tag Imperial,4,0
1049,Colecionáveis do Ermo 2,2,154008,1,0,154508,Dog Tag Imperial,4,0
1050,Colecionáveis do Ermo 3,1,151008,5,0,151008,Comida para Vring de Estimação,1,0
1050,Colecionáveis do Ermo 3,1,151008,5,0,151508,Comida para Vring de Estimação,1,0
1050,Colecionáveis do Ermo 3,2,152008,5,0,152008,Moeda de Prata,2,0
1050,Colecionáveis do Ermo 3,2,152008,5,0,152508,Moeda de Prata,2,0
1050,Colecionáveis do Ermo 3,3,153008,3,0,153008,Disco de Dados,3,0
1050,Colecionáveis do Ermo 3,3,153008,3,0,153508,Disco de Dados,3,0
1051,Colecionáveis do Ermo 4,1,151008,5,0,151008,Comida para Vring de Estimação,1,0
1051,Colecionáveis do Ermo 4,1,151008,5,0,151508,Comida para Vring de Estimação,1,0
1051,Colecionáveis do Ermo 4,2,152008,5,0,152008,Moeda de Prata,2,0
1051,Colecionáveis do Ermo 4,2,152008,5,0,152508,Moeda de Prata,2,0
1051,Colecionáveis do Ermo 4,3,154008,2,0,154008,Dog Tag Imperial,4,0
1051,Colecionáveis do Ermo 4,3,154008,2,0,154508,Dog Tag Imperial,4,0
1052,Colecionáveis do Ermo 5,1,151008,7,0,151008,Comida para Vring de Estimação,1,0
1052,Colecionáveis do Ermo 5,1,151008,7,0,151508,Comida para Vring de Estimação,1,0
1052,Colecionáveis do Ermo 5,2,152008,7,0,152008,Moeda de Prata,2,0
1052,Colecionáveis do Ermo 5,2,152008,7,0,152508,Moeda de Prata,2,0
1052,Colecionáveis do Ermo 5,3,153008,5,0,153008,Disco de Dados,3,0
1052,Colecionáveis do Ermo 5,3,153008,5,0,153508,Disco de Dados,3,0
1052,Colecionáveis do Ermo 5,4,154008,3,0,154008,Dog Tag Imperial,4,0
1052,Colecionáveis do Ermo 5,4,154008,3,0,154508,Dog Tag Imperial,4,0
1053,Colecionáveis do Ermo 6,1,151008,10,0,151008,Comida para Vring de Estimação,1,0
1053,Colecionáveis do Ermo 6,1,151008,10,0,151508,Comida para Vring de Estimação,1,0
1053,Colecionáveis do Ermo 6,2,152008,10,0,152008,Moeda de Prata,2,0
1053,Colecionáveis do Ermo 6,2,152008,10,0,152508,Moeda de Prata,2,0
1053,Colecionáveis do Ermo 6,3,153008,7,0,153008,Disco de Dados,3,0
1053,Colecionáveis do Ermo 6,3,153008,7,0,153508,Disco de Dados,3,0
1053,Colecionáveis do Ermo 6,4,154008,5,0,154008,Dog Tag Imperial,4,0
1053,Colecionáveis do Ermo 6,4,154008,5,0,154508,Dog Tag Imperial,4,0
1054,Pertences dos que Partem 1,1,151009,3,0,151009,Bisturi,1,0
1054,Pertences dos que Partem 1,1,151009,3,0,151509,Bisturi,1,0
1054,Pertences dos que Partem 1,2,152009,3,0,152009,Arma de Choque,2,0
1054,Pertences dos que Partem 1,2,152009,3,0,152509,Arma de Choque,2,0
1055,Pertences dos que Partem 2,1,153009,1,0,153009,Chave de Motocicleta,3,0
1055,Pertences dos que Partem 2,1,153009,1,0,153509,Chave de Motocicleta,3,0
1055,Pertences dos que Partem 2,2,154009,1,0,154009,Óculos XVR,4,0
1055,Pertences dos que Partem 2,2,154009,1,0,154509,Óculos XVR,4,0
1056,Pertences dos que Partem 3,1,151009,5,0,151009,Bisturi,1,0
1056,Pertences dos que Partem 3,1,151009,5,0,151509,Bisturi,1,0
1056,Pertences dos que Partem 3,2,152009,5,0,152009,Arma de Choque,2,0
1056,Pertences dos que Partem 3,2,152009,5,0,152509,Arma de Choque,2,0
1056,Pertences dos que Partem 3,3,153009,3,0,153009,Chave de Motocicleta,3,0
1056,Pertences dos que Partem 3,3,153009,3,0,153509,Chave de Motocicleta,3,0
1057,Pertences dos que Partem 4,1,151009,5,0,151009,Bisturi,1,0
1057,Pertences dos que Partem 4,1,151009,5,0,151509,Bisturi,1,0
1057,Pertences dos que Partem 4,2,152009,5,0,152009,Arma de Choque,2,0
1057,Pertences dos que Partem 4,2,152009,5,0,152509,Arma de Choque,2,0
1057,Pertences dos que Partem 4,3,154009,2,0,154009,Óculos XVR,4,0
1057,Pertences dos que Partem 4,3,154009,2,0,154509,Óculos XVR,4,0
1058,Pertences dos que Partem 5,1,151009,7,0,151009,Bisturi,1,0
1058,Pertences dos que Partem 5,1,151009,7,0,151509,Bisturi,1,0
1058,Pertences dos que Partem 5,2,152009,7,0,152009,Arma de Choque,2,0
1058,Pertences dos que Partem 5,2,152009,7,0,152509,Arma de Choque,2,0
1058,Pertences dos que Partem 5,3,153009,5,0,153009,Chave de Motocicleta,3,0
1058,Pertences dos que Partem 5,3,153009,5,0,153509,Chave de Motocicleta,3,0
1058,Pertences dos que Partem 5,4,154009,3,0,154009,Óculos XVR,4,0
1058,Pertences dos que Partem 5,4,154009,3,0,154509,Óculos XVR,4,0
1059,Pertences dos que Partem 6,1,151009,10,0,151009,Bisturi,1,0
1059,Pertences dos que Partem 6,1,151009,10,0,151509,Bisturi,1,0
1059,Pertences dos que Partem 6,2,152009,10,0,152009,Arma de Choque,2,0
1059,Pertences dos que Partem 6,2,152009,10,0,152509,Arma de Choque,2,0
1059,Pertences dos que Partem 6,3,153009,7,0,153009,Chave de Motocicleta,3,0
1059,Pertences dos que Partem 6,3,153009,7,0,153509,Chave de Motocicleta,3,0
1059,Pertences dos que Partem 6,4,154009,5,0,154009,Óculos XVR,4,0
1059,Pertences dos que Partem 6,4,154009,5,0,154509,Óculos XVR,4,0
1060,Pertences do Recruta 1,1,151010,3,0,151010,Diário do Recruta,1,0
1060,Pertences do Recruta 1,1,151010,3,0,151510,Diário do Recruta,1,0
1060,Pertences do Recruta 1,2,152010,3,0,152010,Bot Médico,2,0
1060,Pertences do Recruta 1,2,152010,3,0,152510,Bot Médico,2,0
1061,Pertences do Recruta 2,1,153010,1,0,153010,Marca Estelar,3,0
1061,Pertences do Recruta 2,1,153010,1,0,153510,Marca Estelar,3,0
1061,Pertences do Recruta 2,2,154010,1,0,154010,Certificado de Honra ao Mérito,4,0
1061,Pertences do Recruta 2,2,154010,1,0,154510,Certificado de Honra ao Mérito,4,0
1062,Pertences do Recruta 3,1,151010,5,0,151010,Diário do Recruta,1,0
1062,Pertences do Recruta 3,1,151010,5,0,151510,Diário do Recruta,1,0
1062,Pertences do Recruta 3,2,152010,5,0,152010,Bot Médico,2,0
1062,Pertences do Recruta 3,2,152010,5,0,152510,Bot Médico,2,0
1062,Pertences do Recruta 3,3,153010,3,0,153010,Marca Estelar,3,0
1062,Pertences do Recruta 3,3,153010,3,0,153510,Marca Estelar,3,0
1063,Pertences do Recruta 4,1,151010,5,0,151010,Diário do Recruta,1,0
1063,Pertences do Recruta 4,1,151010,5,0,151510,Diário do Recruta,1,0
1063,Pertences do Recruta 4,2,152010,5,0,152010,Bot Médico,2,0
1063,Pertences do Recruta 4,2,152010,5,0,152510,Bot Médico,2,0
1063,Pertences do Recruta 4,3,154010,2,0,154010,Certificado de Honra ao Mérito,4,0
1063,Pertences do Recruta 4,3,154010,2,0,154510,Certificado de Honra ao Mérito,4,0
1064,Pertences do Recruta 5,1,151010,7,0,151010,Diário do Recruta,1,0
1064,Pertences do Recruta 5,1,151010,7,0,151510,Diário do Recruta,1,0
1064,Pertences do Recruta 5,2,152010,7,0,152010,Bot Médico,2,0
1064,Pertences do Recruta 5,2,152010,7,0,152510,Bot Médico,2,0
1064,Pertences do Recruta 5,3,153010,5,0,153010,Marca Estelar,3,0
1064,Pertences do Recruta 5,3,153010,5,0,153510,Marca Estelar,3,0
1064,Pertences do Recruta 5,4,154010,3,0,154010,Certificado de Honra ao Mérito,4,0
1064,Pertences do Recruta 5,4,154010,3,0,154510,Certificado de Honra ao Mérito,4,0
1065,Pertences do Recruta 6,1,151010,10,0,151010,Diário do Recruta,1,0
1065,Pertences do Recruta 6,1,151010,10,0,151510,Diário do Recruta,1,0
1065,Pertences do Recruta 6,2,152010,10,0,152010,Bot Médico,2,0
1065,Pertences do Recruta 6,2,152010,10,0,152510,Bot Médico,2,0
1065,Pertences do Recruta 6,3,153010,7,0,153010,Marca Estelar,3,0
1065,Pertences do Recruta 6,3,153010,7,0,153510,Marca Estelar,3,0
1065,Pertences do Recruta 6,4,154010,5,0,154010,Certificado de Honra ao Mérito,4,0
1065,Pertences do Recruta 6,4,154010,5,0,154510,Certificado de Honra ao Mérito,4,0
1066,Colecionáveis do Vale Flamejante 1,1,151011,3,0,151011,Óculos Mecânicos,1,0
1066,Colecionáveis do Vale Flamejante 1,1,151011,3,0,151511,Óculos Mecânicos,1,0
1066,Colecionáveis do Vale Flamejante 1,2,152011,3,0,152011,Máscara Mecânica,2,0
1066,Colecionáveis do Vale Flamejante 1,2,152011,3,0,152511,Máscara Mecânica,2,0
1067,Colecionáveis do Vale Flamejante 2,1,153011,1,0,153011,Pedra FlamejanteVermelha,3,0
1067,Colecionáveis do Vale Flamejante 2,1,153011,1,0,153511,Pedra FlamejanteVermelha,3,0
1067,Colecionáveis do Vale Flamejante 2,2,154011,1,0,154011,Frasco Helburn,4,0
1067,Colecionáveis do Vale Flamejante 2,2,154011,1,0,154511,Frasco Helburn,4,0
1068,Colecionáveis do Vale Flamejante 3,1,151011,5,0,151011,Óculos Mecânicos,1,0
1068,Colecionáveis do Vale Flamejante 3,1,151011,5,0,151511,Óculos Mecânicos,1,0
1068,Colecionáveis do Vale Flamejante 3,2,152011,5,0,152011,Máscara Mecânica,2,0
1068,Colecionáveis do Vale Flamejante 3,2,152011,5,0,152511,Máscara Mecânica,2,0
1068,Colecionáveis do Vale Flamejante 3,3,153011,3,0,153011,Pedra FlamejanteVermelha,3,0
1068,Colecionáveis do Vale Flamejante 3,3,153011,3,0,153511,Pedra FlamejanteVermelha,3,0
1069,Colecionáveis do Vale Flamejante 4,1,151011,5,0,151011,Óculos Mecânicos,1,0
1069,Colecionáveis do Vale Flamejante 4,1,151011,5,0,151511,Óculos Mecânicos,1,0
1069,Colecionáveis do Vale Flamejante 4,2,152011,5,0,152011,Máscara Mecânica,2,0
1069,Colecionáveis do Vale Flamejante 4,2,152011,5,0,152511,Máscara Mecânica,2,0
1069,Colecionáveis do Vale Flamejante 4,3,154011,2,0,154011,Frasco Helburn,4,0
1069,Colecionáveis do Vale Flamejante 4,3,154011,2,0,154511,Frasco Helburn,4,0
1070,Colecionáveis do Vale Flamejante 5,1,151011,7,0,151011,Óculos Mecânicos,1,0
1070,Colecionáveis do Vale Flamejante 5,1,151011,7,0,151511,Óculos Mecânicos,1,0
1070,Colecionáveis do Vale Flamejante 5,2,152011,7,0,152011,Máscara Mecânica,2,0
1070,Colecionáveis do Vale Flamejante 5,2,152011,7,0,152511,Máscara Mecânica,2,0
1070,Colecionáveis do Vale Flamejante 5,3,153011,5,0,153011,Pedra FlamejanteVermelha,3,0
1070,Colecionáveis do Vale Flamejante 5,3,153011,5,0,153511,Pedra FlamejanteVermelha,3,0
1070,Colecionáveis do Vale Flamejante 5,4,154011,3,0,154011,Frasco Helburn,4,0
1070,Colecionáveis do Vale Flamejante 5,4,154011,3,0,154511,Frasco Helburn,4,0
1071,Colecionáveis do Vale Flamejante 6,1,151011,10,0,151011,Óculos Mecânicos,1,0
1071,Colecionáveis do Vale Flamejante 6,1,151011,10,0,151511,Óculos Mecânicos,1,0
1071,Colecionáveis do Vale Flamejante 6,2,152011,10,0,152011,Máscara Mecânica,2,0
1071,Colecionáveis do Vale Flamejante 6,2,152011,10,0,152511,Máscara Mecânica,2,0
1071,Colecionáveis do Vale Flamejante 6,3,153011,7,0,153011,Pedra FlamejanteVermelha,3,0
1071,Colecionáveis do Vale Flamejante 6,3,153011,7,0,153511,Pedra FlamejanteVermelha,3,0
1071,Colecionáveis do Vale Flamejante 6,4,154011,5,0,154011,Frasco Helburn,4,0
1071,Colecionáveis do Vale Flamejante 6,4,154011,5,0,154511,Frasco Helburn,4,0
1072,Pertences do Pesquisador Fugitivo 1,1,151012,3,0,151012,Cápsula de Pesquisa Danificada,1,0
1072,Pertences do Pesquisador Fugitivo 1,1,151012,3,0,151512,Cápsula de Pesquisa Danificada,1,0
1072,Pertences do Pesquisador Fugitivo 1,2,152012,3,0,152012,Óculos de Pesquisador Danificados,2,0
1072,Pertences do Pesquisador Fugitivo 1,2,152012,3,0,152512,Óculos de Pesquisador Danificados,2,0
1073,Pertences do Pesquisador Fugitivo 2,1,153012,1,0,153012,Jaleco Contaminado,3,0
1073,Pertences do Pesquisador Fugitivo 2,1,153012,1,0,153512,Jaleco Contaminado,3,0
1073,Pertences do Pesquisador Fugitivo 2,2,154012,1,0,154012,Cápsula de Contaminante,4,0
1073,Pertences do Pesquisador Fugitivo 2,2,154012,1,0,154512,Cápsula de Contaminante,4,0
1074,Pertences do Pesquisador Fugitivo 3,1,151012,5,0,151012,Cápsula de Pesquisa Danificada,1,0
1074,Pertences do Pesquisador Fugitivo 3,1,151012,5,0,151512,Cápsula de Pesquisa Danificada,1,0
1074,Pertences do Pesquisador Fugitivo 3,2,152012,5,0,152012,Óculos de Pesquisador Danificados,2,0
1074,Pertences do Pesquisador Fugitivo 3,2,152012,5,0,152512,Óculos de Pesquisador Danificados,2,0
1074,Pertences do Pesquisador Fugitivo 3,3,153012,3,0,153012,Jaleco Contaminado,3,0
1074,Pertences do Pesquisador Fugitivo 3,3,153012,3,0,153512,Jaleco Contaminado,3,0
1075,Pertences do Pesquisador Fugitivo 4,1,151012,5,0,151012,Cápsula de Pesquisa Danificada,1,0
1075,Pertences do Pesquisador Fugitivo 4,1,151012,5,0,151512,Cápsula de Pesquisa Danificada,1,0
1075,Pertences do Pesquisador Fugitivo 4,2,152012,5,0,152012,Óculos de Pesquisador Danificados,2,0
1075,Pertences do Pesquisador Fugitivo 4,2,152012,5,0,152512,Óculos de Pesquisador Danificados,2,0
1075,Pertences do Pesquisador Fugitivo 4,3,154012,2,0,154012,Cápsula de Contaminante,4,0
1075,Pertences do Pesquisador Fugitivo 4,3,154012,2,0,154512,Cápsula de Contaminante,4,0
1076,Pertences do Pesquisador Fugitivo 5,1,151012,7,0,151012,Cápsula de Pesquisa Danificada,1,0
1076,Pertences do Pesquisador Fugitivo 5,1,151012,7,0,151512,Cápsula de Pesquisa Danificada,1,0
1076,Pertences do Pesquisador Fugitivo 5,2,152012,7,0,152012,Óculos de Pesquisador Danificados,2,0
1076,Pertences do Pesquisador Fugitivo 5,2,152012,7,0,152512,Óculos de Pesquisador Danificados,2,0
1076,Pertences do Pesquisador Fugitivo 5,3,153012,5,0,153012,Jaleco Contaminado,3,0
1076,Pertences do Pesquisador Fugitivo 5,3,153012,5,0,153512,Jaleco Contaminado,3,0
1076,Pertences do Pesquisador Fugitivo 5,4,154012,3,0,154012,Cápsula de Contaminante,4,0
1076,Pertences do Pesquisador Fugitivo 5,4,154012,3,0,154512,Cápsula de Contaminante,4,0
1077,Pertences do Pesquisador Fugitivo 6,1,151012,10,0,151012,Cápsula de Pesquisa Danificada,1,0
1077,Pertences do Pesquisador Fugitivo 6,1,151012,10,0,151512,Cápsula de Pesquisa Danificada,1,0
1077,Pertences do Pesquisador Fugitivo 6,2,152012,10,0,152012,Óculos de Pesquisador Danificados,2,0
1077,Pertences do Pesquisador Fugitivo 6,2,152012,10,0,152512,Óculos de Pesquisador Danificados,2,0
1077,Pertences do Pesquisador Fugitivo 6,3,153012,7,0,153012,Jaleco Contaminado,3,0
1077,Pertences do Pesquisador Fugitivo 6,3,153012,7,0,153512,Jaleco Contaminado,3,0
1077,Pertences do Pesquisador Fugitivo 6,4,154012,5,0,154012,Cápsula de Contaminante,4,0
1077,Pertences do Pesquisador Fugitivo 6,4,154012,5,0,154512,Cápsula de Contaminante,4,0
1078,Vinculado pela Gravidade,1,151013,3,0,151013,Registro de Pesquisa de Agente Infeccioso,1,0
1078,Vinculado pela Gravidade,1,151013,3,0,151513,Registro de Pesquisa de Agente Infeccioso,1,0
1078,Vinculado pela Gravidade,2,152013,3,0,152013,Mira Holográfica,2,0
1078,Vinculado pela Gravidade,2,152013,3,0,152513,Mira Holográfica,2,0
1079,Mementos de Fugitivos Fracassados 1,1,153013,1,0,153013,Munição Especial,3,0
1079,Mementos de Fugitivos Fracassados 1,1,153013,1,0,153513,Munição Especial,3,0
1079,Mementos de Fugitivos Fracassados 1,2,154013,1,0,154013,Estátua da Liberdade de Bellato,4,0
1079,Mementos de Fugitivos Fracassados 1,2,154013,1,0,154513,Estátua da Liberdade de Bellato,4,0
1080,Mementos de Fugitivos Fracassados 2,1,151013,5,0,151013,Registro de Pesquisa de Agente Infeccioso,1,0
1080,Mementos de Fugitivos Fracassados 2,1,151013,5,0,151513,Registro de Pesquisa de Agente Infeccioso,1,0
1080,Mementos de Fugitivos Fracassados 2,2,152013,5,0,152013,Mira Holográfica,2,0
1080,Mementos de Fugitivos Fracassados 2,2,152013,5,0,152513,Mira Holográfica,2,0
1080,Mementos de Fugitivos Fracassados 2,3,153013,3,0,153013,Munição Especial,3,0
1080,Mementos de Fugitivos Fracassados 2,3,153013,3,0,153513,Munição Especial,3,0
1081,Mementos de Fugitivos Fracassados 3,1,151013,5,0,151013,Registro de Pesquisa de Agente Infeccioso,1,0
1081,Mementos de Fugitivos Fracassados 3,1,151013,5,0,151513,Registro de Pesquisa de Agente Infeccioso,1,0
1081,Mementos de Fugitivos Fracassados 3,2,152013,5,0,152013,Mira Holográfica,2,0
