NPCIndex,NPCNamePTBR,NPCLevel,RewardIndex,SubGroupIndex,RewardItemIndex,RewardItemNamePTBR,MinValue,EnchantLevel,Multiplicity,MultiplicityShareCandidate,ChanceConfirmed
305902,Combatente Mecânico Beltran,10,1000001,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305902,Combatente Mecânico Beltran,10,1000001,4010600001,1000006,Lâmina do Praticante,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,1000020010,900,EXP,10,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,1000010010,1,Crédito,19,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305903,Beltran Fora da Lei Incendiário,10,1000002,4010610001,1000012,Espada e Escudo do Praticante,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,1000020011,900,EXP,11,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,1000010011,1,Crédito,22,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305904,Lutador de Facas Fora da Lei Beltran,11,1000003,4010620001,1000018,Carregador de Força do Praticante,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,1000020011,900,EXP,11,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,1000010011,1,Crédito,22,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305914,Lutador de Facas Fora da Lei Beltran,11,1000004,4010630001,1000024,Machado do Praticante,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,1000020011,900,EXP,11,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,1000010011,1,Crédito,22,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305905,Beltran Bork Laser,11,1000005,4010640001,1000030,Arma de Força do Praticante,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,1000020011,900,EXP,11,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,1000010011,1,Crédito,22,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305906,Sentinela Soma Beltran,11,1000006,4010920001,1002192,Fio Cortante do Praticante,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,1000020012,900,EXP,12,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,1000010012,1,Crédito,26,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305907,Beltran Soma Tropas de Choque,12,1000007,4010970001,1002400,Arma de Raios do Praticante,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,1000020012,900,EXP,12,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,1000010012,1,Crédito,26,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305908,Drone de Patrulha Beltran,12,1000008,4010110001,1000186,Protetor Cervical Simples,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,1000020012,900,EXP,12,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,1000010012,1,Crédito,26,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305909,Sentinela Beltran,12,1000009,4010120001,1000223,Protetor Superior Simples,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,1000020013,900,EXP,14,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,1000010013,1,Crédito,30,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305910,Super Soldado Beltran,13,1000010,4010130001,1000260,Protetor Inferior Simples,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,1000020013,900,EXP,14,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,1000010013,1,Crédito,30,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305912,Beltran Passer Alpha,13,1000011,4010140001,1000297,Protetor de Braço Simples,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,1000020013,900,EXP,14,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,1000010013,1,Crédito,30,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305913,Mercenário Beltran Crawler,13,1000012,4010150001,1000334,Protetor de Perna Simples,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,1000020013,900,EXP,14,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,1000010013,1,Crédito,30,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,270003,Filamento Inferior,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,270002,Feixe de Fibra Inferior,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,275000,Placa de Metal Fragmentada,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,275001,Abrasivo Inferior,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,275003,Filamento Inferior,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010470000,275002,Feixe de Fibra Inferior,1,0,1,0.2,False
305911,Cavalaria Pesada Beltran,13,1000013,4010160001,1000371,Brincos Desgastados,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,1000020014,900,EXP,16,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,1000010014,1,Crédito,35,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4000040000,5200,Kit de Upgrade de Arma,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4000040000,5204,Kit de Upgrade de Arma,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4000040000,5201,Kit de Upgrade de Armadura,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4000040000,5205,Kit de Upgrade de Armadura,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4000040000,5202,Kit de Upgrade de Acessório,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4000040000,5206,Kit de Upgrade de Acessório,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4010470000,270000,Placa de Metal Fragmentada,1,0,1,0.2,False
308801,Lowed Cirurgião Lydian,14,1000014,4010470000,270001,Abrasivo Inferior,1,0,1,0.2,False
