ItemIndex,NameStringIndex,DescStringIndex,BindingType,ItemGroup,ExchangeItem,WGExchangeItem,TradeAble,Hide_WorldIndex,Grade,Quality,Tier,ItemCategory,ItemSubCategory,ItemType,EquipPartType,Equip_Biosuit,TalicColor,ItemSetIndex,StackCount,UseInventorySlotLimit,UseLv,UseLvLimit,CanUseOnUG,Sell_MoneyItemIndex,Sell_MoneyValue,Trade_MoneyValue,TeleportIndex,DrawIndex,ItemEnchantStatusIndex,AddStatGroupIndex,Status_1_Type,Status_1_Base,Status_2_Type,Status_2_Base,Status_3_Type,Status_3_Base,SubStatus_1_Type,SubStatus_1_Base,SubStatus_2_Type,SubStatus_2_Base,SubStatus_3_Type,SubStatus_3_Base,SubStatus_4_Type,SubStatus_4_Base,SubStatus_5_Type,SubStatus_5_Base,SubStatus_6_Type,SubStatus_6_Base,SubStatus_7_Type,SubStatus_7_Base,PrimeStatus_1_Type,PrimeStatus_1_Base,PrimeStatus_2_Type,PrimeStatus_2_Base,PrimeStatus_3_Type,PrimeStatus_3_Base,PrimeStatus_4_Type,PrimeStatus_4_Base,PrimeStatus_5_Type,PrimeStatus_5_Base,Option_Count_Max,ItemOptionGroupIndex1,ItemOptionGroupIndex2,ItemOptionGroupIndex3,ItemReward,Box_RewardIndex,Remodel_Index,Remodel_ItemIndex,AlchemyIndex,Collection_ReplaceIndex,CoolTime,CoolTimeGroupIndex,GetSkillGroupIndex,ActiveSkillIndex,IconText,IconTextAlign,Icon,Icon_s,WeaponModelIndex,GetInfoButton,SoleGrade,PeriodItem,PeriodEquipItem,SUBSCRIPTION_EFFECT_DAY,NamePTBR,DescriptionPTBR
11,Item_Name_11,Item_Desc_11,True,0,False,False,False,[],1,0,0,0,0,11,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Adiciona instantaneamente conclusões extras de missões diárias,Aumenta sua [contagem de conclusão instantânea de missão diária].
12,Item_Name_12,Item_Desc_12,True,0,False,False,False,[],1,0,0,0,0,12,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,EXP,Aumenta seu [EXP].
13,Item_Name_13,Item_Desc_13,True,0,False,False,False,[],1,0,0,0,0,13,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume/icon_GuildMissionScore.icon_GuildMissionScore,,0,False,False,False,False,0,Pontos de Atividade da Guilda,Pontos de Atividade da Guilda
14,Item_Name_14,Item_Desc_14,True,0,False,False,False,[],1,0,0,0,0,14,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Expansão do Inventário,Aumenta sua [número de expansões do inventário].
15,Item_Name_15,Item_Desc_15,True,0,False,False,False,[],1,0,0,0,0,15,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_item_ticket_worldboss.icon_item_ticket_worldboss,,0,False,False,False,False,0,Bilhete de Entrada de Chefe Mundial,"Usado ao entrar em qualquer batalha de Chefe Mundial.
O reset diário também redefine os bilhetes de entrada cumulativos."
16,Item_Name_16,Item_Desc_16,True,0,False,False,False,[],1,0,0,0,0,16,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume/icon_HolyGas.icon_HolyGas,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume_s/icon_HolyGas_s.icon_HolyGas_s,0,False,False,False,False,0,Recarga de Gás Sagrado MAU,Bilhete de Entrada de Masmorra (Campo de Treinamento Scion) Diário
17,Item_Name_17,Item_Desc_17,True,0,False,False,False,[],1,0,0,0,0,17,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Chance de Restauração de EXP,Aumenta sua [contagem de restauração de EXP].
18,Item_Name_18,Item_Desc_18,True,0,False,False,False,[],1,0,0,0,0,18,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Custo de Ressurgimento no Local,Aumenta seu [custo para ressurgir no local].
19,Item_Name_19,Item_Desc_19,True,0,False,False,False,[],1,0,0,0,0,19,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Tempo de Recarga da Masmorra de Zona,Aumenta o seu [tempo de recarga da masmorra de zona].
20,Item_Name_20,Item_Desc_20,True,0,False,False,False,[],1,0,0,0,0,20,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Tempo de Entrada na Masmorra de Zona,Aumenta o seu [tempo de entrada na masmorra de zona].
21,Item_Name_21,Item_Desc_21,True,0,False,False,False,[],1,0,0,0,0,21,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Tempo de Recarga da Masmorra de Zona,Aumenta o seu [tempo de recarga da masmorra de zona].
22,Item_Name_22,Item_Desc_22,True,0,False,False,False,[],1,0,0,0,0,22,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Tempo de Entrada na Masmorra de Zona,Aumenta o seu [tempo de entrada na masmorra de zona].
23,Item_Name_23,Item_Desc_23,True,0,False,False,False,[],1,0,0,0,0,23,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Tempo de Recarga da Masmorra de Zona,Aumenta o seu [tempo de recarga da masmorra de zona].
24,Item_Name_24,Item_Desc_24,True,0,False,False,False,[],1,0,0,0,0,24,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item/icon_ticket_Universal.icon_ticket_Universal,,0,False,False,False,False,0,Tempo de Entrada na Masmorra de Zona,Aumenta o seu [tempo de entrada na masmorra de zona].
25,Item_Name_25,Item_Desc_25,True,0,False,False,False,[],1,0,0,0,0,25,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Falhas de Fusão de Biosuit Épico,Aumenta sua [contagem de falhas na fusão de Biosuit Épico].
26,Item_Name_26,Item_Desc_26,True,0,False,False,False,[],1,0,0,0,0,26,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Falhas de Fusão de Biosuit Lendário,Aumenta sua [contagem de falhas na fusão de biosuit Lendário].
27,Item_Name_27,Item_Desc_27,True,0,False,False,False,[],1,0,0,0,0,27,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Falhas de Fusão de Rover Épico,Aumenta sua [contagem de falhas de fusão de Rover Épico].
28,Item_Name_28,Item_Desc_28,True,0,False,False,False,[],1,0,0,0,0,28,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Falhas de Fusão de Rover Lendário,Aumenta sua [contagem de falhas na fusão de rover Lendário].
29,Item_Name_29,Item_Desc_29,True,0,False,False,False,[],1,0,0,0,0,29,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume/icon_HolyGas.icon_HolyGas,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume_s/icon_HolyGas_s.icon_HolyGas_s,0,False,False,False,False,0,Recarga de Gás Sagrado do Lançador,Contagem de redefinição de quests regionais diárias
30,Item_Name_30,Item_Desc_30,True,0,False,False,False,[],1,0,0,0,0,30,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Slots de Armazenamento,Aumenta seus [espaços de armazenamento].
31,Item_Name_31,Item_Desc_31,True,0,False,False,False,[],1,0,0,0,0,31,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Expansão de Slot de Armazenamento,Aumenta sua [contagem de expansão de slot de armazenamento].
32,Item_Name_32,Item_Desc_32,True,32,False,False,False,[],1,0,0,0,0,32,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume/icon_TacticalD.icon_TacticalD,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume_s/icon_TacticalD_s.icon_TacticalD_s,0,True,False,False,False,0,Pontos de Pesquisa,Uma forma quantificada de resultados de pesquisa obtidos através de análise tática.
33,Item_Name_33,Item_Desc_33,True,0,False,False,False,[],1,0,0,0,0,33,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Falhas na Fusão de Biosuit Rara,Aumenta sua [contagem de falhas na fusão de biosuit Raro].
34,Item_Name_34,Item_Desc_34,True,0,False,False,False,[],1,0,0,0,0,34,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Falhas de Fusão de Rover Raro,Aumenta sua [contagem de falhas de fusão de rover Raro].
35,Item_Name_35,Item_Desc_35,True,35,False,False,False,[],1,0,0,0,0,35,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume/icon_Mileage.icon_Mileage,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/Icon_Item_Consume_s/icon_Mileage_s.icon_Mileage_s,0,False,False,False,False,0,Milhagem,Milhagem
36,Item_Name_36,Item_Desc_36,True,0,False,False,False,[],1,0,0,0,0,36,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem Diária de Mensagens Pessoais Enviadas,Aumenta o seu [limite diário para enviar mensagens pessoais].
37,Item_Name_37,Item_Desc_37,True,0,False,False,False,[],1,0,0,0,0,37,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,ID da Guilda Participante da Raid de Guilda,Aumenta o [ID de participação na Raid de Guilda].
38,Item_Name_38,Item_Desc_38,True,0,False,False,False,[],1,0,0,0,0,38,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Aumento de Custo de Atualização de Missão Diária,Aumenta a sua [contagem de aumento de custo de atualização de missão diária].
39,Item_Name_39,Item_Desc_39,True,0,False,False,False,[],1,0,0,0,0,39,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Aumento de Custo de Atualização de Missão Semanal,Aumenta sua [contagem de aumento de custo de atualização de missão semanal].
40,Item_Name_40,Item_Desc_40,True,0,False,False,False,[],1,0,0,0,0,40,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Aumento de Custo de Atualização de Missão Mensal,Aumenta sua [contagem de aumento de custo de atualização de missão mensal].
41,Item_Name_41,Item_Desc_41,True,0,False,False,False,[],1,0,0,0,0,41,0,0,0,0,0,0,0,0,False,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,/Game/Streaming/ArtAsset/UI/UIResource/UITexture/Common_Icon/icon_Item_Box/icon_box_Universal.icon_box_Universal,,0,False,False,False,False,0,Contagem de Invocação Gratuita de MAU,Aumenta sua [contagem de invocação gratuita de MAU].
