mapa,spot_andar,npc_id,mob_level,exp_base,mob_name
Instalação de Suprimento Orbital,Dock B-09,4504191,104,80719,B09 Nether Warrior
Instalação de Suprimento Orbital,Dock B-09,4504192,104,80719,B09 Nether Sentry
Instalação de Suprimento Orbital,Dock C-02,4504222,94,50719,C02 Mech Gunner
Instalação de Suprimento Orbital,Dock C-02,4504229,94,50719,Rampaging Assault Bork
Instalação de Suprimento Orbital,Dock C-02,4504221,94,50719,C02 Mech Warrior
Instalação de Suprimento Orbital,Dock C-03,4504239,94,50719,Rampaging Assault Bork
Instalação de Suprimento Orbital,Dock C-03,4504232,94,50719,C03 Mech Gunner
Instalação de Suprimento Orbital,Dock C-03,4504231,94,50719,C03 Mech Warrior
Instalação de Suprimento Orbital,Dock C-04,4504241,99,64469,C04 Snatcher Raider
Instalação de Suprimento Orbital,Dock C-04,4504242,99,64469,C04 Snatcher Sniper
Instalação de Suprimento Orbital,Dock C-04,4504249,99,64469,Rampaging Pathfinder
Instalação de Suprimento Orbital,Dock C-05,4504251,99,64469,C05 Snatcher Raider
Instalação de Suprimento Orbital,Dock C-05,4504252,99,64469,C05 Snatcher Sniper
Instalação de Suprimento Orbital,Dock C-05,4504259,99,64469,Rampaging Pathfinder
Instalação de Suprimento Orbital,Dock C-06,4504261,99,64469,C06 Snatcher Raider
Instalação de Suprimento Orbital,Dock C-06,4504262,99,64469,C06 Snatcher Sniper
Instalação de Suprimento Orbital,Dock C-06,4504264,99,64469,C06 Vafer Siege Trooper
Instalação de Suprimento Orbital,Dock C-06,4504263,99,64469,C06 Vafer Heavy Trooper
Instalação de Suprimento Orbital,Dock C-06,4504269,99,64469,Rampaging Pathfinder
Instalação de Suprimento Orbital,Dock C-07,4504271,104,80719,C07 Nether Warrior
Instalação de Suprimento Orbital,Dock C-07,4504272,104,80719,C07 Nether Sentry
Instalação de Suprimento Orbital,Dock C-07,4504279,104,80719,Rampaging Armored Ghost
Instalação de Suprimento Orbital,Dock C-08,4504283,104,80719,C08 Nether Annihilator
Instalação de Suprimento Orbital,Dock C-08,4504281,104,80719,C08 Nether Warrior
Instalação de Suprimento Orbital,Dock C-08,4504282,104,80719,C08 Nether Sentry
Instalação de Suprimento Orbital,Dock C-08,4504289,104,80719,Rampaging Armored Ghost
Instalação de Suprimento Orbital,Dock C-09,4504293,104,80719,C09 Nether Annihilator
Instalação de Suprimento Orbital,Dock C-09,4504291,104,80719,C09 Nether Warrior
Instalação de Suprimento Orbital,Dock C-09,4504299,104,80719,Rampaging Armored Ghost
Instalação de Suprimento Orbital,Dock C-09,4504292,104,80719,C09 Nether Sentry
Instalação de Suprimento Orbital,Doca S-01,4504329,106,95519,Rampaging Elite Raider
Instalação de Suprimento Orbital,Doca S-01,4504321,106,95519,Hiveguard Recon
Instalação de Suprimento Orbital,Doca S-01,4504322,106,95519,Hiveguard Striker
Instalação de Suprimento Orbital,Doca S-01,4504323,106,95519,Hiveguard Vanguard
Instalação de Suprimento Orbital,Doca S-02,4504332,106,95519,EOD Striker
Instalação de Suprimento Orbital,Doca S-02,4504339,106,95519,Rampaging Elite Raider
Instalação de Suprimento Orbital,Doca S-02,4504331,106,95519,EOD Recon
Instalação de Suprimento Orbital,Doca S-02,4504333,106,95519,EOD Vanguard
Instalação de Suprimento Orbital,Doca S-03,4504342,106,95519,Cemetery Guard Striker
Instalação de Suprimento Orbital,Doca S-03,4504341,106,95519,Cemetery Guard Recon
Instalação de Suprimento Orbital,Doca S-03,4504349,106,95519,Rampaging Elite Raider
Instalação de Suprimento Orbital,Doca S-03,4504343,106,95519,Cemetery Guard Vanguard
Instalação de Suprimento Orbital,Forja Celeste,4504311,106,95519,Nestkeeper Recon
Instalação de Suprimento Orbital,Forja Celeste,4504319,106,95519,Rampaging Elite Raider
Instalação de Suprimento Orbital,Forja Celeste,4504312,106,95519,Nestkeeper Striker
Instalação de Suprimento Orbital,Forja Celeste,4504313,106,95519,Nestkeeper Vanguard
Instalação de Suprimento Orbital,A-01 Gate Platform,4504019,94,50719,Rampaging Assault Bork
Instalação de Suprimento Orbital,A-01 Gate Platform,4504011,94,50719,A01 Mech Warrior
Instalação de Suprimento Orbital,A-01 Gate Platform,4504012,94,50719,A01 Mech Gunner
Instalação de Suprimento Orbital,Plataforma do Portão B-01,4504112,94,50719,B01 Mech Gunner
Instalação de Suprimento Orbital,Plataforma do Portão B-01,4504119,94,50719,Rampaging Assault Bork
Instalação de Suprimento Orbital,Plataforma do Portão B-01,4504111,94,50719,B01 Mech Warrior
Instalação de Suprimento Orbital,C-01 Gate Platform,4504212,94,50719,C01 Mech Gunner
Instalação de Suprimento Orbital,C-01 Gate Platform,4504219,94,50719,Rampaging Assault Bork
Instalação de Suprimento Orbital,C-01 Gate Platform,4504211,94,50719,C01 Mech Warrior
Novus World,Byrosa Drilling Base,308103,22,41,Rosetta Mahr Breeder
Novus World,Byrosa Drilling Base,308102,22,41,Rosetta Catus
Novus World,Byrosa Drilling Base,308101,22,41,Rosetta Silex
Novus World,Byrosa Drilling Base,308104,23,45,Rosetta Mahr Host
Novus World,Byrosa Drilling Base,308106,23,45,Rosetta Predo Marksman
Novus World,Byrosa Drilling Base,308105,23,45,Rosetta Predo Marauder
Novus World,Byrosa Drilling Base,308107,23,45,Rosetta Equesian Marauder
Novus World,Byrosa Drilling Base,308108,24,50,Rosetta Equesian Marksman
Novus World,Byrosa Drilling Base,308109,24,50,Rosetta Crawler Warrior
Novus World,Byrosa Drilling Base,308110,24,50,Rosetta Crawler Sentry
Novus World,Severin Research Base,313203,80,17469,Vergen Heavy Cavalry
Novus World,Severin Research Base,313297,80,17469,Rampaging Pathfinder
Novus World,Severin Research Base,313201,80,17469,Vergen Sentry
Novus World,Severin Research Base,313202,80,17469,Vergen Super Soldier
Novus World,Severin Research Base,313204,80,17469,Vergen Chuti
Novus World,Severin Research Base,313298,81,18919,Savage Splinter
Novus World,Severin Research Base,313206,81,18919,Vergen Ferinky Tracker
Novus World,Severin Research Base,313205,81,18919,Vergen Ferinky Sniper
Novus World,Severin Research Base,313207,81,18919,Vergen Ferinky Bruiser
Novus World,Severin Research Base,313299,82,20419,Rampaging Armored Ghost
Novus World,Severin Research Base,313211,82,20419,Vergen Palid Sorcerer
Novus World,Severin Research Base,313209,82,20419,Vergen Palid Guardian
Novus World,Severin Research Base,313210,82,20419,Vergen Palid Mindblaster
Novus World,Severin Research Base,313208,82,20419,Vergen Flem
Novus World,Horizon Base,312905,76,12169,Ramon Patrol Gunner
Novus World,Horizon Base,312902,76,12169,Ramon Patrol Drone
Novus World,Horizon Base,312904,76,12169,Ramon Patrol Swordsman
Novus World,Horizon Base,312901,76,12169,Ramon Patrol Passer
Novus World,Horizon Base,312906,76,12169,Ramon Gladiator
Novus World,Horizon Base,312908,76,12169,Ramon Sniper
Novus World,Horizon Base,312999,77,13469,Rampaging Assault Bork
Novus World,Horizon Base,312910,77,13469,Ramon Sniffer Drone
Novus World,Horizon Base,312997,77,13469,Rampaging Junker
Novus World,Horizon Base,312998,77,13469,Rampaging Pathfinder
Novus World,Horizon Base,312913,77,13469,Ramon Mech Gunner
Novus World,Horizon Base,312914,77,13469,Ramon Laser Bork
Novus World,Horizon Base,312912,77,13469,Ramon Mech Warrior
Novus World,Ropus Bay,3110396,103,77269,Savage Brutal
Novus World,Ropus Bay,3110303,103,77269,Ropus Chuti
Novus World,Ropus Bay,3110301,103,77269,Ropus Ertelem
Novus World,Ropus Bay,3110302,103,77269,Ropus Flem
Novus World,Ropus Bay,3110304,103,77269,Ropus Symbi
Novus World,Ropus Bay,3110306,104,80719,Ropus Snatcher Sniper
Novus World,Ropus Bay,3110305,104,80719,Ropus Snatcher Raider
Novus World,Ropus Bay,3110308,104,80719,Ropus Vafer Siege Trooper
Novus World,Ropus Bay,3110307,104,80719,Ropus Vafer Heavy Trooper
Novus World,Ropus Bay,3110397,104,80719,Savage Symbi
Novus World,Ropus Bay,3110398,105,84269,Savage Splinter
Novus World,Ropus Bay,3110310,105,84269,Ropus Anabola
Novus World,Ropus Bay,3110309,105,84269,Ropus Crook
Novus World,Ropus Bay,3110311,105,84269,Ropus Fezal
Novus World,Ropus Bay,3110312,105,84269,Ropus Infernal Draco
Novus World,Ropus Bay,3110399,106,87919,Savage Cannibal
Novus World,Ropus Bay,3110315,106,87919,Ropus Catus
Novus World,Ropus Bay,3110316,106,87919,Ropus Warbeast
Novus World,Ropus Bay,3110314,106,87919,Ropus Kaigar
Novus World,Ropus Bay,3110313,106,87919,Ropus Lapis
Novus World,Nable Mining Field,313501,89,32319,Nable Combat Bork
Novus World,Nable Mining Field,313504,89,32319,Nable Lydian Medic
Novus World,Nable Mining Field,313597,89,32319,Rampaging Ghost
Novus World,Nable Mining Field,313502,89,32319,Nable Lydian Surgeon
Novus World,Nable Mining Field,313503,89,32319,Nable Lydian Docker
Novus World,Nable Mining Field,313598,90,34219,Rampaging Armored Ghost
Novus World,Nable Mining Field,313507,90,34219,Nable Crawler Warrior
Novus World,Nable Mining Field,313505,90,34219,Nable Armed Mule
Novus World,Nable Mining Field,313506,90,34219,Nable Pathfinder
Novus World,Nable Mining Field,313508,90,34219,Nable Crawler Sentry
Novus World,Nable Mining Field,313511,91,36169,Nable Scavenger
Novus World,Nable Mining Field,313510,91,36169,Nable Mech Warrior
Novus World,Nable Mining Field,313599,91,36169,Rampaging Junker
Novus World,Nable Mining Field,313509,91,36169,Nable Assault Bork
Novus World,Nable Mining Field,313512,91,36169,Nable Passer Alpha
Novus World,Mayazar Training Ground,305705,33,103,Training Ground Dummy Gunner
Novus World,Mayazar Training Ground,305701,33,103,Training Ground Junk Scavenger
Novus World,Mayazar Training Ground,305703,33,103,Training Ground G-Box
Novus World,Mayazar Training Ground,305704,33,103,Training Ground Dummy Warrior
Novus World,Mayazar Training Ground,305702,33,103,Training Ground Junker
Novus World,Mayazar Training Ground,305708,34,110,Training Ground Assault Bork
Novus World,Mayazar Training Ground,305707,34,110,Training Ground Laser Bork
Novus World,Mayazar Training Ground,305709,34,110,Training Ground Combat Bork
Novus World,Mayazar Training Ground,305710,34,110,Training Ground Sniffer Drone
Novus World,Mayazar Training Ground,305706,34,110,Training Ground Armed Mule
Novus World,Stray Snowfield,3113301,95,48269,Stray Soma Assassin
Novus World,Stray Snowfield,3113304,95,48269,Stray Surgeon
Novus World,Stray Snowfield,3113302,95,48269,Stray Soma Heavy Warrior
Novus World,Stray Snowfield,3113397,95,48269,Rampaging Pathfinder
Novus World,Stray Snowfield,3113303,95,48269,Stray Soma Shockmancer
Novus World,Stray Snowfield,3113305,96,50719,Stray Docker
Novus World,Stray Snowfield,3113398,96,50719,Rampaging Armored Ghost
Novus World,Stray Snowfield,3113306,96,50719,Stray Medic
Novus World,Stray Snowfield,3113308,96,50719,Stray Skorm Tusk
Novus World,Stray Snowfield,3113307,96,50719,Stray Skorm Skarz
Novus World,Stray Snowfield,3113311,97,53269,Stray Nether Annihilator
Novus World,Stray Snowfield,3113310,97,53269,Stray Nether Warrior
Novus World,Stray Snowfield,3113399,97,53269,Rampaging Junker
Novus World,Stray Snowfield,3113312,97,53269,Stray Nether Sentry
Novus World,Stray Snowfield,3113309,97,53269,Stray Skorm Novs
Novus World,Cauldron Hill,307505,41,179,Cauldron Clod
Novus World,Cauldron Hill,307509,41,179,Cauldron Demolis
Novus World,Cauldron Hill,307510,41,179,Cauldron Nezad
Novus World,Cauldron Hill,307506,41,179,Cauldron Nyoka
Novus World,Cauldron Hill,307508,41,179,Cauldron Silex
Novus World,Cauldron Hill,307595,42,209,Savage Arghol
Novus World,Cauldron Hill,307503,42,209,Cauldron Gunner
Novus World,Cauldron Hill,307598,42,209,Rampaging Assault Bork
Novus World,Cauldron Hill,307596,42,209,Savage Brutal
Novus World,Cauldron Hill,307504,42,209,Cauldron Bruiser
Novus World,Cauldron Hill,307597,42,209,Savage Splinter
Novus World,Cauldron Hill,307502,42,209,Cauldron Arsonist
Novus World,Cauldron Hill,307599,42,209,Rampaging Junker
Novus World,Cauldron Hill,307501,42,209,Cauldron Tracker
Novus World,Cauldron Hill,307507,42,209,Cauldron Devourer
Novus World,Wanderer's Hill,306599,57,1469,Savage Arghol
Novus World,Wanderer's Hill,306514,57,1469,Wandering Jailer
Novus World,Wanderer's Hill,306504,57,1469,Hill Lapis
Novus World,Wanderer's Hill,306506,57,1469,Hill Devourer
Novus World,Wanderer's Hill,306597,57,1469,Savage Splinter
Novus World,Wanderer's Hill,306503,57,1469,Wandering Executor
Novus World,Wanderer's Hill,306598,57,1469,Rampaging Ghost
Novus World,Wanderer's Hill,306501,57,1469,Hill Arghol
Novus World,Wanderer's Hill,306502,57,1469,Hill Ertelem
Novus World,Wanderer's Hill,306511,57,1469,Hill Fezal
Novus World,Wanderer's Hill,306510,57,1469,Hill Kaigar
Novus World,Wanderer's Hill,306512,57,1469,Hill Temizl
Novus World,Wanderer's Hill,306513,57,1469,Wandering Spearman
Novus World,Wanderer's Hill,306508,57,1469,Hill Larva
Novus World,Wanderer's Hill,306505,57,1469,Hill Rigor Lapis
Novus World,Wanderer's Hill,306509,57,1469,Hill Stink Bug
Novus World,Wanderer's Hill,306507,57,1469,Wandering Battle Priest
Novus World,Pioneer's Hill,306397,65,3369,Savage Arghol
Novus World,Pioneer's Hill,306306,65,3369,Wasteland Snatcher Tosser
Novus World,Pioneer's Hill,306399,65,3369,Rampaging Assault Bork
Novus World,Pioneer's Hill,306307,65,3369,Wasteland Snatcher Rider
Novus World,Pioneer's Hill,306310,65,3369,Rampaging Surgeon
Novus World,Pioneer's Hill,306301,65,3369,Starving Devourer
Novus World,Pioneer's Hill,306309,65,3369,Rampaging Docker
Novus World,Pioneer's Hill,306398,65,3369,Savage Splinter
Novus World,Pioneer's Hill,306311,65,3369,Rampaging G-Box
Novus World,Pioneer's Hill,306303,65,3369,Starving Gafftail
Novus World,Pioneer's Hill,306302,65,3369,Starving Desert Klon
Novus World,Pioneer's Hill,306304,65,3369,Wasteland Snatcher Spearman
Novus World,Pioneer's Hill,306305,65,3369,Wasteland Snatcher Axeman
Novus World,Pioneer's Hill,306308,65,3369,Rampaging Medic
Novus World,Hill of Predators,308301,27,65,Foothills Splinter
Novus World,Hill of Predators,308304,27,65,Foothills Flem
Novus World,Hill of Predators,308302,27,65,Foothills Kaigar
Novus World,Hill of Predators,308307,27,65,Foothills Lunker
Novus World,Hill of Predators,308310,27,65,Foothills Mahr
Novus World,Hill of Predators,308303,27,65,Foothills Temizl
Novus World,Hill of Predators,308312,28,71,Foothills Predo Marksman
Novus World,Hill of Predators,308305,28,71,Foothills Predo Gladiator
Novus World,Hill of Predators,308308,28,71,Foothills Crawler Warrior
Novus World,Hill of Predators,308306,28,71,Foothills Predo Infantry
Novus World,Hill of Predators,308311,28,71,Foothills Predo Marauder
Novus World,Hill of Predators,308309,28,71,Foothills Crawler Sentry
Novus World,Saura Colony,305104,78,14769,Kphala Mech Gunner
Novus World,Saura Colony,305105,78,14769,Kphala Elimar Warrior
Novus World,Saura Colony,305103,78,14769,Kphala Mech Warrior
Novus World,Saura Colony,305101,78,14769,Kphala Saura Warrior
Novus World,Saura Colony,305106,78,14769,Kphala Elimar Sentry
Novus World,Saura Colony,305102,78,14769,Kphala Saura Sentry
Novus World,Saura Colony,305198,79,16069,Rampaging Assault Bork
Novus World,Saura Colony,305199,79,16069,Savage Brutal
Novus World,Saura Colony,305197,79,16069,Rampaging Junker
Novus World,Saura Colony,305110,79,16069,Kphala Arghol
Novus World,Saura Colony,305107,79,16069,Kphala Grumble
Novus World,Saura Colony,305109,79,16069,Kphala Striker
Novus World,Saura Colony,305108,79,16069,Kphala Vanguard
Novus World,Anakade Research Complex,307602,29,77,Anakade Outlaw Gunner
Novus World,Anakade Research Complex,307603,29,77,Anakade Outlaw Bruiser
Novus World,Anakade Research Complex,307605,29,77,Anakade Assault Bork
Novus World,Anakade Research Complex,307604,29,77,Anakade Laser Bork
Novus World,Anakade Research Complex,307601,29,77,Anakade Outlaw Knife Fighter
Novus World,Anakade Research Complex,307609,30,83,Anakade Ferinky Bruiser
Novus World,Anakade Research Complex,307611,30,83,Anakade Heavy Cavalry
Novus World,Anakade Research Complex,307607,30,83,Anakade Mech Combatant
Novus World,Anakade Research Complex,307610,30,83,Anakade Ferinky Tracker
Novus World,Anakade Research Complex,307608,30,83,Anakade Sentry
Novus World,Desert of Death,307806,71,7269,Desert Mech Gunner
Novus World,Desert of Death,307802,71,7269,Desert Vagabond Gunner
Novus World,Desert of Death,307804,71,7269,Desert Vagabond Berserker
Novus World,Desert of Death,307801,71,7269,Desert Vagabond Comber
Novus World,Desert of Death,307805,71,7269,Desert Mech Swordsman
Novus World,Desert of Death,307803,71,7269,Desert Vagabond Slasher
Novus World,Desert of Death,307899,72,8069,Savage Arghol
Novus World,Desert of Death,307897,72,8069,Rampaging Assault Bork
Novus World,Desert of Death,307808,72,8069,Desert Nyoka
Novus World,Desert of Death,307813,72,8069,Desert Silex
Novus World,Desert of Death,307810,72,8069,Desert Yusigula
Novus World,Desert of Death,307812,72,8069,Desert Devourer
Novus World,Desert of Death,307807,72,8069,Desert Peep Drone
Novus World,Desert of Death,307898,72,8069,Rampaging Junker
Novus World,Desert of Death,307809,72,8069,Desert Clod
Novus World,Desert of Death,307811,72,8069,Desert Sand Worm
Novus World,Ramon Desert,305213,75,10869,Savage Arghol
Novus World,Ramon Desert,305211,75,10869,Ramon Soma Assassin
Novus World,Ramon Desert,305204,75,10869,Ramon Ferinky Hunter
Novus World,Ramon Desert,305209,75,10869,Ramon Clops Destroyer
Novus World,Ramon Desert,305215,75,10869,Rampaging Junker
Novus World,Ramon Desert,305214,75,10869,Rampaging Pathfinder
Novus World,Ramon Desert,305202,75,10869,Ramon Clod
Novus World,Ramon Desert,305208,75,10869,Ramon Clops Sniper
Novus World,Ramon Desert,305203,75,10869,Ramon Dagan
Novus World,Ramon Desert,305201,75,10869,Ramon Devourer
Novus World,Ramon Desert,305205,75,10869,Ramon Ferinky Sniper
Novus World,Ramon Desert,305206,75,10869,Ramon Ferinky Bruiser
Novus World,Ramon Desert,305210,75,10869,Ramon Soma Heavy Warrior
Novus World,Ramon Desert,305212,75,10869,Ramon Soma Shockmancer
Novus World,Ramon Desert,305207,75,10869,Ramon Clops Tracker
Novus World,Somora Wasteland,308507,31,89,Somora Chuti
Novus World,Somora Wasteland,308504,31,89,Somora Sniffer Drone
Novus World,Somora Wasteland,308501,31,89,Somora Peep Drone
Novus World,Somora Wasteland,308505,31,89,Somora Mech Swordsman
Novus World,Somora Wasteland,308506,31,89,Somora Lunker
Novus World,Somora Wasteland,308509,31,89,Somora Devourer
Novus World,Somora Wasteland,308508,31,89,Somora Heavy Scud
Novus World,Somora Wasteland,308502,31,89,Somora Passer Alpha
Novus World,Somora Wasteland,308503,31,89,Somora Passer Gamma
Novus World,Rambler Wasteland,305302,63,2469,Rambler Mech Gunner
Novus World,Rambler Wasteland,305305,63,2469,Rambler Vagabond Gunner
Novus World,Rambler Wasteland,305307,63,2469,Rambler Vagabond Berserker
Novus World,Rambler Wasteland,305398,63,2469,Rampaging Assault Bork
Novus World,Rambler Wasteland,305304,63,2469,Rambler Vagabond Comber
Novus World,Rambler Wasteland,305303,63,2469,Rambler Peep Drone
Novus World,Rambler Wasteland,305301,63,2469,Rambler Mech Swordsman
Novus World,Rambler Wasteland,305399,63,2469,Savage Splinter
Novus World,Rambler Wasteland,305310,63,2469,Rambler Glatt
Novus World,Rambler Wasteland,305309,63,2469,Rambler Grumble Hook
Novus World,Rambler Wasteland,305308,63,2469,Rambler Grumble
Novus World,Rambler Wasteland,305397,63,2469,Rampaging Junker
Novus World,Rambler Wasteland,305311,63,2469,Rambler Lapis
Novus World,Rambler Wasteland,305312,63,2469,Rambler Lunker
Novus World,Rambler Wasteland,305306,63,2469,Rambler Vagabond Slasher
Novus World,Seth Slums,305599,66,3969,Savage Arghol
Novus World,Seth Slums,305592,66,3969,Rampaging Assault Bork
Novus World,Seth Slums,305508,66,3969,Seth Crawler Poacher
Novus World,Seth Slums,305507,66,3969,Seth Chuti
Novus World,Seth Slums,305503,66,3969,Seth Peep Drone
Novus World,Seth Slums,305504,66,3969,Seth Fezal
Novus World,Seth Slums,305505,66,3969,Seth Flem
Novus World,Seth Slums,305598,66,3969,Rampaging Junker
Novus World,Seth Slums,305506,66,3969,Seth Lunker
Novus World,Seth Slums,305514,66,3969,Seth Predo Sentry
